"","ENSEMBL ID","Gene names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"9337","ENSRNOG00000018644","Slc6a7",40.00455435,-2.362886375,0.448046534,-5.273752158,1.34e-07,5.13e-07
"9553","ENSRNOG00000019018","Plat",3152.205325,-2.188193504,0.04608106,-47.48574637,0,0
"9690","ENSRNOG00000019265","Pcdh12",3.226166877,-4.397768264,1.235866906,-3.558448116,0.000373052,0.00099661
"9694","ENSRNOG00000019270","P2ry6",289.3692546,-2.253323164,0.134061345,-16.80814973,2.13e-63,5.21e-62
"9713","ENSRNOG00000019305","Sh3tc2",81.08758975,-2.77912151,0.230064692,-12.07973931,1.35e-33,1.74e-32
"10019","ENSRNOG00000019857","Gng7",14.62002625,-2.397702925,0.510112354,-4.700342785,2.6e-06,8.85e-06
"10102","ENSRNOG00000020009","Npas4",180.0839936,-2.37132209,0.139906104,-16.94938259,1.94e-64,4.85e-63
"10115","ENSRNOG00000020030","Crlf1",2338.419599,-2.681682501,0.073650051,-36.41114256,2.84e-290,7.92e-288
"10127","ENSRNOG00000020059","unkown",15.91597142,-2.002444907,0.41881654,-4.781198248,1.74e-06,6.04e-06
"10198","ENSRNOG00000020197","Cd248",4642.639197,-2.020795659,0.054876036,-36.82473789,7.42e-297,2.29e-294
"10356","ENSRNOG00000020467","unkown",451.8657476,-2.393285915,0.123666878,-19.35268326,1.94e-83,6.6e-82
"10382","ENSRNOG00000020514","Sox6",11.37503408,-2.917391015,0.671351975,-4.34554619,1.39e-05,4.4e-05
"10385","ENSRNOG00000020519","Olfm2",836.5369533,-2.248928864,0.081246089,-27.68045705,1.2e-168,1.19e-166
"10386","ENSRNOG00000020525","Col5a3",16120.16215,-2.601351285,0.070939253,-36.6701249,2.19e-294,6.42e-292
"10628","ENSRNOG00000020948","Pth1r",27.5472477,-2.475730772,0.388230539,-6.37696039,1.81e-10,8.73e-10
"10633","ENSRNOG00000020953","Ms4a7",12.85374745,-3.171638099,0.585244793,-5.419335865,5.98e-08,2.37e-07
"10708","ENSRNOG00000021086","Dtx4",103.1745594,-2.864781014,0.239310737,-11.97096731,5.04e-33,6.38e-32
"10817","ENSRNOG00000021256","Adra1d",60.94932143,-3.989031496,0.353318417,-11.2901884,1.47e-29,1.67e-28
"11171","ENSRNOG00000022432","Tmem59l",42.68705555,-2.786505133,0.321482692,-8.667667668,4.41e-18,3.3e-17
"11236","ENSRNOG00000022673","Slc22a20",13.18422872,-2.02545639,0.576752213,-3.511831155,0.000445031,0.001178355
"11245","ENSRNOG00000022704","Esyt3",25.49258679,-2.116230712,0.390692221,-5.416618495,6.07e-08,2.4e-07
"11333","ENSRNOG00000022988","Skint10",3.187062206,-3.489769186,1.256750151,-2.776820185,0.005489354,0.012214712
"11372","ENSRNOG00000023148","Col11a1",24800.39659,-2.198225882,0.08453522,-26.00366906,4.5e-149,3.61e-147
"11493","ENSRNOG00000023549","Samd5",209.7373384,-2.100314148,0.197087194,-10.65677633,1.62e-26,1.67e-25
"11587","ENSRNOG00000023972","Col4a2",1866.853222,-2.889867782,0.136579212,-21.15891389,2.28e-99,9.42e-98
"11614","ENSRNOG00000024082","Gldn",13291.60312,-3.551736917,0.047282794,-75.11690089,0,0
"11626","ENSRNOG00000024127","Atp13a5",19.85759976,-2.220757148,0.413095468,-5.37589327,7.62e-08,2.99e-07
"11757","ENSRNOG00000024602","Plekha7",1068.157652,-2.585798464,0.129744619,-19.92990909,2.24e-88,8.05e-87
"11789","ENSRNOG00000024705","Rarres2",324.4366678,-2.195163787,0.141111496,-15.55623638,1.44e-54,3.03e-53
"11806","ENSRNOG00000024762","Frmd7",1.646491768,-4.209458828,1.61209668,-2.61117021,0.009023297,0.019257703
"11865","ENSRNOG00000024952","Atp8b1",22.83057429,-3.115453719,0.464850146,-6.702060321,2.06e-11,1.06e-10
"11892","ENSRNOG00000025042","Pde3a",8.295364922,-2.143785397,0.654982136,-3.273044069,0.001063959,0.002659171
"11940","ENSRNOG00000025184","Prss35",2008.332872,-2.139627708,0.056239447,-38.04496361,0,0
"12112","ENSRNOG00000025736","Tcf23",149.1300053,-2.153677662,0.787461561,-2.734962273,0.006238743,0.013756698
"12273","ENSRNOG00000026415","Col14a1",1880.789624,-2.720507947,0.092460793,-29.42336822,2.76e-190,3.44e-188
"12406","ENSRNOG00000026953","Gpr88",14.30148092,-2.772011344,0.592595546,-4.677745831,2.9e-06,9.83e-06
"12610","ENSRNOG00000027736","Cnn1",3730.109539,-2.260425657,0.061611336,-36.68847026,1.12e-294,3.33e-292
"12624","ENSRNOG00000027799","Tmie",5.785355598,-3.285605205,0.914785926,-3.591665667,0.000328571,0.000884053
"12860","ENSRNOG00000028624","Kif26b",152.1851739,-2.2540142,0.224952657,-10.01994922,1.25e-23,1.16e-22
"13046","ENSRNOG00000029318","Tyrp1",3.511934323,-2.398988131,1.005763071,-2.385241813,0.017067898,0.034318122
"13052","ENSRNOG00000029342","Scn7a",25.02903516,-2.331245571,0.534441482,-4.362022128,1.29e-05,4.09e-05
"13059","ENSRNOG00000029394","Dusp8",324.1586027,-2.102236627,0.137081869,-15.33562858,4.42e-53,9.06e-52
"13061","ENSRNOG00000029401","Actg2",10166.96839,-2.244931069,0.069939689,-32.09809905,4.69e-226,8.11e-224
"13111","ENSRNOG00000029597","AABR07030544.1",212.2305474,-2.989650832,0.153701781,-19.45098367,2.86e-84,9.88e-83
"13147","ENSRNOG00000029792","Ogn",6521.013346,-2.200818489,0.06528751,-33.70964032,4.18e-249,8.31e-247
"13179","ENSRNOG00000029911","Cilp",8177.327698,-2.967238498,0.074340796,-39.91399958,0,0
"13254","ENSRNOG00000030210","Fndc1",18.17645165,-2.295504207,0.470796172,-4.875791999,1.08e-06,3.84e-06
"13852","ENSRNOG00000032737","F7",1.480251779,-4.519343464,1.611399634,-2.804607477,0.005037789,0.011291168
"13976","ENSRNOG00000033202","Fbxo41",5.799268836,-2.655065735,0.765865987,-3.466749772,0.000526792,0.001380696
"14096","ENSRNOG00000033697","Casp4",510.9582437,-2.066112576,0.096839333,-21.33546886,5.32e-101,2.25e-99
"14153","ENSRNOG00000033942","Grin2a",4.179568584,-2.450792222,0.8409852,-2.914191859,0.003566107,0.008230281
"14662","ENSRNOG00000037718","Cfap52",8.283527566,-2.041904811,0.559650302,-3.648536959,0.000263738,0.000719792
"14821","ENSRNOG00000038722","Tlr1",7.03952996,-2.039061831,0.785247188,-2.596713319,0.009412044,0.020012297
"14833","ENSRNOG00000038784","Piezo2",476.2021768,-2.596773804,0.163282574,-15.90355748,5.99e-57,1.31e-55
"14879","ENSRNOG00000039107","Mfrp",48.74492563,-2.378578023,0.322334459,-7.379223515,1.59e-13,9.4e-13
"14934","ENSRNOG00000039476","Pcdhb2",7.915931202,-2.153985654,0.621643151,-3.464987353,0.000530256,0.001389145
"15206","ENSRNOG00000042289","Plcxd2",16.4843082,-2.367224018,0.480790833,-4.923604722,8.5e-07,3.04e-06
"15454","ENSRNOG00000043167","Itga9",17.40087637,-3.864675591,0.646242668,-5.980223504,2.23e-09,9.92e-09
"15472","ENSRNOG00000043219","Fbn2",138.2906868,-2.224510054,0.199861181,-11.13027574,8.94e-29,9.94e-28
"15612","ENSRNOG00000045578","unkown",5.016933691,-2.205013213,0.882116942,-2.499683554,0.012430429,0.025808903
"15627","ENSRNOG00000045622","Spaca5",7.331702035,-2.033122269,0.693119844,-2.9332911,0.003353893,0.00777575
"15659","ENSRNOG00000045683","Mfap4",25.90187292,-2.565420216,0.379710587,-6.756251477,1.42e-11,7.39e-11
"15706","ENSRNOG00000045816","Gria1",12.38471169,-2.282771473,0.581912173,-3.92287974,8.75e-05,0.000254603
"15760","ENSRNOG00000045973","Gzmbl1",12.29975181,-2.029868821,0.479442119,-4.233814135,2.3e-05,7.11e-05
"16120","ENSRNOG00000046972","Chrm2",22.5680977,-2.999133428,0.619445541,-4.841641804,1.29e-06,4.53e-06
"16137","ENSRNOG00000047013","unkown",10.44552732,-2.057389316,0.524230349,-3.924590248,8.69e-05,0.000252849
"16161","ENSRNOG00000047085","Lrrtm2",2.607840222,-2.771075543,1.133731561,-2.444207816,0.014517062,0.029668131
"16325","ENSRNOG00000047503","Apoc3",6.233870618,-3.17818875,0.85765019,-3.705693516,0.000210813,0.000582791
"16383","ENSRNOG00000047653","Crybb1",42.23232752,-3.11882213,0.316731779,-9.846887295,7.07e-23,6.37e-22
"16417","ENSRNOG00000047740","unkown",19.21669789,-2.002391818,0.409444726,-4.890505824,1.01e-06,3.57e-06
"16436","ENSRNOG00000047786","unkown",4624.628693,-2.226026674,0.081251297,-27.39681397,2.99e-165,2.9e-163
"16446","ENSRNOG00000047817","Enox1",23.28869845,-2.005054551,0.373129879,-5.373610276,7.72e-08,3.03e-07
"16671","ENSRNOG00000048449","Itgb3",641.6771449,-3.132076194,0.128211197,-24.429038,8.41e-132,5.47e-130
"16859","ENSRNOG00000048986","unkown",3.775121717,-2.772116275,0.936783964,-2.959184166,0.003084547,0.007193676
"16912","ENSRNOG00000049126","unkown",2.067688952,-4.72078733,1.785956624,-2.643282187,0.008210657,0.017666127
"17110","ENSRNOG00000049733","Ankrd33",5.932333707,-2.271115738,0.839183,-2.706341452,0.006802906,0.014892592
"17125","ENSRNOG00000049770","Cryba4",179.2586142,-3.618812446,0.19781308,-18.29410086,9.22e-75,2.72e-73
